Ticker,Company,Price
OPTZ,Optimize Strategy Index (XNAS:OPTZ),$41.59 
SDTY,YieldMax S&P 500 0E CCS (XNAS:SDTY),$41.59 
RDVT,"Red Violet, Inc. (XNAS:RDVT)",$41.63 
IBAT,iShares:Energy Stg&Mat (XNAS:IBAT),$41.64 
BUFC,AB Conservative Buffer (XNAS:BUFC),$41.69 
IGOV,iShares:Itl Trs Bd (XNAS:IGOV),$41.73 
FDIG,Fidelity Crypto In&Dg Py (XNAS:FDIG),$41.78 
VABK,Virginia National Bankshares Corporation (XNAS:VABK),$41.81 
HIMZ,Defiance DT 2X Long HIMS (XNAS:HIMZ),$41.93 
VFLO,VictoryII:VShs Fr Csh Fl (XNAS:VFLO),$41.98 
ALCO,"ALICO, INC. (XNAS:ALCO)",$42.07 
DRS,"LEONARDO DRS, INC. (XNAS:DRS)",$42.07 
DIVD,EA:Altrius Global Div (XNAS:DIVD),$42.09 
TUG,STF Tact Grwth (XNAS:TUG),$42.17 
LRND,NYLI:US LC R&D Ldr (XNAS:LRND),$42.19 
MCHS,Matthews Asia:Ch Dis Act (XNAS:MCHS),$42.19 
SDVY,FT VI:SMID Rising Dv Ach (XNAS:SDVY),$42.20 
ALGM,"ALLEGRO MICROSYSTEMS, INC (XNAS:ALGM)",$42.27 
AMAL,AMALGAMATED FINANCIAL CORP. (XNAS:AMAL),$42.31 
ORCX,Defiance DT 2X Long ORCL (XNAS:ORCX),$42.38 
MOOD,EA:Relative Sntmnt Tct A (XNAS:MOOD),$42.40 
LVHD,Frnkln US LoVol HD Ix (XNAS:LVHD),$42.47 
TUR,iShares:MSCI Turkey (XNAS:TUR),$42.50 
EWJV,iShares:MSCI Japan Value (XNAS:EWJV),$42.54 
ELFY,ALPS Electrication Infra (XNAS:ELFY),$42.57 
SEDG,"SOLAREDGE TECHNOLOGIES, INC. (XNAS:SEDG)",$42.60 
XOMX,Direxion:Dly XOM Bull 2x (XNAS:XOMX),$42.66 
FCBC,"First Community Bankshares, Inc. (XNAS:FCBC)",$42.67 
GUSE,Goldman:Enh US Eqty (XNAS:GUSE),$42.72 
FMBH,"FIRST MID BANCSHARES, INC. (XNAS:FMBH)",$42.81 
FEPI,REX FANG & Inno Eq Pr In (XNAS:FEPI),$42.82 
GVLE,Goldman:Val Opportnts (XNAS:GVLE),$42.92 
GKAT,Scharf Global Oppty (XNAS:GKAT),$43.03 
KNSA,"KINIKSA PHARMACEUTICALS INTERNATIONAL, PLC (XNAS:KNSA)",$43.04 
UTWY,RBB:F/m US Tr 20Yr Bond (XNAS:UTWY),$43.09 
GDS,GDS HOLDINGS LIMITED (XNAS:GDS),$43.16 
GTOP,Goldman:Tech Oppty (XNAS:GTOP),$43.17 
CSX,CSX Corporation (XNAS:CSX),$43.18 
GABC,"GERMAN AMERICAN BANCORP, INC. (XNAS:GABC)",$43.20 
SION,"SIONNA THERAPEUTICS, INC. (XNAS:SION)",$43.20 
SFBC,"SOUND FINANCIAL BANCORP, INC. (XNAS:SFBC)",$43.30 
ACT,"ENACT HOLDINGS, INC. (XNAS:ACT)",$43.35 
BSVN,BANK7 CORP. (XNAS:BSVN),$43.37 
UBSI,"UNITED BANKSHARES, INC. (XNAS:UBSI)",$43.39 
STBA,"S & T BANCORP, INC. (XNAS:STBA)",$43.41 
RCKY,"ROCKY BRANDS, INC. (XNAS:RCKY)",$43.42 
SPFI,"SOUTH PLAINS FINANCIAL, INC. (XNAS:SPFI)",$43.53 
CART,MAPLEBEAR INC. (XNAS:CART),$43.54 
SNSR,Glbl X Itrnt of Things (XNAS:SNSR),$43.56 
NEGG,"Newegg Commerce, Inc. (XNAS:NEGG)",$43.74 
UTEN,RBB:F/m US Tr 10Yr Note (XNAS:UTEN),$43.75 
PDFS,"PDF SOLUTIONS, INC. (XNAS:PDFS)",$43.78 
COPJ,Sprott Junior Copp Mnrs (XNAS:COPJ),$43.79 
DDIV,FT VI:DW Mom & Dividend (XNAS:DDIV),$43.83 
FIXD,FT VIII:Sm Opprtnstc FI (XNAS:FIXD),$43.85 
HUBG,"HUB GROUP, INC. (XNAS:HUBG)",$43.86 
QLDY,Defiance N100 LtngSprd I (XNAS:QLDY),$43.87 
IMOM,EA:Alp Arc Itl Quant Mom (XNAS:IMOM),$43.88 
TDI,Touchstone:Dyn Intl (XNAS:TDI),$44.01 
AMWD,AMERICAN WOODMARK CORPORATION (XNAS:AMWD),$44.18 
INDY,iShares:India 50 (XNAS:INDY),$44.23 
ENZL,iShares:MSCI New Zlnd (XNAS:ENZL),$44.24 
ACIW,"ACI WORLDWIDE, INC. (XNAS:ACIW)",$44.25 
DEMZ,Democratic Lg Cap Core (XNAS:DEMZ),$44.26 
VIAV,VIAVI SOLUTIONS INC. (XNAS:VIAV),$44.31 
PSCH,Invesco S&P SC H Cre (XNAS:PSCH),$44.37 
ELVN,"ENLIVEN THERAPEUTICS, INC. (XNAS:ELVN)",$44.44 
TRMK,TRUSTMARK CORPORATION (XNAS:TRMK),$44.52 
GNMA,iShares:GNMA Bond (XNAS:GNMA),$44.58 
IAC,IAC INC. (XNAS:IAC),$44.65 
HISF,FT IV:High Inc Str Focus (XNAS:HISF),$44.67 
NZAC,SS SPDR MSCI ACWI CPA (XNAS:NZAC),$44.70 
SHRY,FT VI:BBG Sh Yld (XNAS:SHRY),$44.71 
NBTB,NBT BANCORP INC. (XNAS:NBTB),$44.72 
ATEX,ANTERIX INC. (XNAS:ATEX),$44.75 
IBIT,iShares Bitcoin Trust (XNAS:IBIT),$44.75 
QB,ProShares:Nasdq-100 DB (XNAS:QB),$44.77 
COHU,"COHU, INC. (XNAS:COHU)",$44.81 
FAST,FASTENAL COMPANY (XNAS:FAST),$44.81 
DAX,Glbl X DAX Germany (XNAS:DAX),$44.90 
SPRX,Spear Alpha ETF (XNAS:SPRX),$44.92 
AMDG,LeverageShs 2X Lg AMD D (XNAS:AMDG),$44.96 
FTSL,FT IV:Senior Loan (XNAS:FTSL),$45.06 
TRST,TRUSTCO BANK CORP N Y (XNAS:TRST),$45.06 
QQMG,Invesco ESG NASDAQ 100 (XNAS:QQMG),$45.11 
KOD,KODIAK SCIENCES INC. (XNAS:KOD),$45.19 
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC. (XNAS:NSSC)",$45.29 
MILN,Glbl X Millennial Consmr (XNAS:MILN),$45.31 
FDTX,Fidelity Disrupt Tech (XNAS:FDTX),$45.33 
AGEM,abrdn:Emerg Mkt Div Act (XNAS:AGEM),$45.38 
CCBG,"CAPITAL CITY BANK GROUP, INC. (XNAS:CCBG)",$45.47 
KRMA,Glbl X Conscious Com ETF (XNAS:KRMA),$45.48 
GSHD,"GOOSEHEAD INSURANCE, INC. (XNAS:GSHD)",$45.58 
TPG,TPG INC. (XNAS:TPG),$45.58 
FDBC,"FIDELITY D & D BANCORP, INC. (XNAS:FDBC)",$45.59 
XRPT,VST:2x XRP (XNAS:XRPT),$45.71 
EXC,EXELON CORPORATION (XNAS:EXC),$45.86 
MMYT,MakeMyTrip Limited (XNAS:MMYT),$45.88 
BETR,BETTER HOME & FINANCE HOLDING COMPANY (XNAS:BETR),$45.89 
BLCR,BlackRock:Lg Cap Cr Act (XNAS:BLCR),$45.99 
AFJK,"Aimei Health Technology Co., Ltd. (XNAS:AFJK)",$46.01 
Z,"ZILLOW GROUP, INC. (XNAS:Z)",$46.04 
ZG,"ZILLOW GROUP, INC. (XNAS:ZG)",$46.06 
GLPI,"Gaming and Leisure Properties, Inc. (XNAS:GLPI)",$46.12 
SPBC,Simplify:US Eq+ Btc Str (XNAS:SPBC),$46.12 
IQQQ,ProShares:Nasdaq-100 HI (XNAS:IQQQ),$46.13 
GGAL,Grupo Financiero Galicia SA (XNAS:GGAL),$46.20 
SKWD,"SKYWARD SPECIALTY INSURANCE GROUP, INC. (XNAS:SKWD)",$46.21 
XPEL,"XPEL, INC. (XNAS:XPEL)",$46.21 
OVBC,OHIO VALLEY BANC CORP. (XNAS:OVBC),$46.25 
ALRM,"ALARM.COM HOLDINGS, INC. (XNAS:ALRM)",$46.27 
IUSB,iShares:Core Uni USD BM (XNAS:IUSB),$46.42 
ISBA,ISABELLA BANK CORPORATION (XNAS:ISBA),$46.45 
PIO,Invesco Gl Water (XNAS:PIO),$46.45 
GPCR,Structure Therapeutics Inc. (XNAS:GPCR),$46.50 
CORT,CORCEPT THERAPEUTICS INCORPORATED (XNAS:CORT),$46.57 
DWAW,AdvsrShs DW FSM ACW (XNAS:DWAW),$46.57 
COCO,"THE VITA COCO COMPANY, INC. (XNAS:COCO)",$46.58 
LGIH,"LGI HOMES, INC. (XNAS:LGIH)",$46.64 
UCYB,ProShares:Ult Nasdaq Cs (XNAS:UCYB),$46.65 
AIFD,TCW Artificial Intel (XNAS:AIFD),$46.67 
FROG,JFROG LTD (XNAS:FROG),$46.81 
EXEL,"EXELIXIS, INC. (XNAS:EXEL)",$46.85 
HYXF,iShares:ESG Adv HY Cp Bd (XNAS:HYXF),$46.88 
SNY,Sanofi SA (XNAS:SNY),$46.90 
XAIX,Xtrackers AI and Big Dta (XNAS:XAIX),$46.92 
PUI,Invesco Dorsey W Util Mo (XNAS:PUI),$47.01 
VMBS,Vanguard Mtg-Bk Idx;ETF (XNAS:VMBS),$47.07 
UITB,VictoryII:VShs Cr Int Bd (XNAS:UITB),$47.11 
MDLN,MEDLINE INC. (XNAS:MDLN),$47.16 
SOCL,Glbl X Social Media (XNAS:SOCL),$47.16 
BTSG,"BRIGHTSPRING HEALTH SERVICES, INC. (XNAS:BTSG)",$47.17 
PLTU,Direxion:Dly PLTR Bl 2X (XNAS:PLTU),$47.20 
VNQI,Vanguard GxUS RE;ETF (XNAS:VNQI),$47.23 
HERD,Pacer Csh Cws Fd of Fds (XNAS:HERD),$47.24 
INOD,INNODATA INC. (XNAS:INOD),$47.33 
SRRK,SCHOLAR ROCK HOLDING CORPORATION (XNAS:SRRK),$47.33 
PBRG,LeverageShs 2X Lg PBR D (XNAS:PBRG),$47.36 
XBCI,NEOS Boosted Btc HI (XNAS:XBCI),$47.44 
GNOM,Glbl X Geno & Biotech (XNAS:GNOM),$47.51 
DOCU,"DOCUSIGN, INC. (XNAS:DOCU)",$47.52 
OZK,BANK OZK (XNAS:OZK),$47.52 
GBUG,Sprott Active Au & Ag (XNAS:GBUG),$47.64 
VNOM,"VIPER ENERGY, INC. (XNAS:VNOM)",$47.66 
ZD,"ZIFF DAVIS, INC. (XNAS:ZD)",$47.69 
AVGU,GrnShs:2x Long AVGO Dly (XNAS:AVGU),$47.73 
BGRN,iShares:USD Green Bond (XNAS:BGRN),$47.73 
GCT,GIGACLOUD TECHNOLOGY INC (XNAS:GCT),$47.77 
QQXL,ProShares:Ultra QQQ T30 (XNAS:QQXL),$47.97 
SQLV,Royce Quant SC Qlty Val (XNAS:SQLV),$47.98 
TREE,"LENDINGTREE, INC. (XNAS:TREE)",$48.03 
LIF,"LIFE360, INC. (XNAS:LIF)",$48.06 
TARK,Tradr 2X Long Innovation (XNAS:TARK),$48.06 
FMHI,FT III:Mun High Income (XNAS:FMHI),$48.13 
AMSC,AMERICAN SUPERCONDUCTOR CORPORATION (XNAS:AMSC),$48.15 
BNDX,Vanguard Tot Itl BI;ETF (XNAS:BNDX),$48.18 
RKLX,Defiance DT 2X Long RKLB (XNAS:RKLX),$48.24 
USVN,RBB:F/m US Tr 7Yr Note (XNAS:USVN),$48.28 
UTWO,RBB:F/m US Tr 2Yr Note (XNAS:UTWO),$48.36 
XMTR,"XOMETRY, INC. (XNAS:XMTR)",$48.37 
XSPI,NEOS Boosted S&P 500 HI (XNAS:XSPI),$48.38 
IREN,IREN LIMITED (XNAS:IREN),$48.39 
FDCF,Fidelity Disrupt Comm (XNAS:FDCF),$48.43 
CASS,"CASS INFORMATION SYSTEMS, INC. (XNAS:CASS)",$48.47 
MODL,VictoryII:VShs WsEd USSc (XNAS:MODL),$48.49 
FEMS,FT ADEX II:Emerg Mkts SC (XNAS:FEMS),$48.51 
ISTB,iShares:Core 1-5Y USD Bd (XNAS:ISTB),$48.53 
SMHX,VanEck:Fabless Smcndctr (XNAS:SMHX),$48.77 
UNIY,WisdomTree:Voya YE USDUB (XNAS:UNIY),$48.83 
SKOR,FlexShs:CS US Crp Bd Idx (XNAS:SKOR),$48.84 
CTRN,"CITI TRENDS, INC. (XNAS:CTRN)",$48.93 
UFIV,RBB:F/m US Tr 5Yr Note (XNAS:UFIV),$48.95 
FCVT,FT IV:SSI Strat Conv Sec (XNAS:FCVT),$49.15 
XQQI,NEOS Boosted Ndq-100 HI (XNAS:XQQI),$49.17 
FPA,FT ADEX II:APAC Ex-Japan (XNAS:FPA),$49.23 
TCBK,TRICO BANCSHARES (XNAS:TCBK),$49.36 
CAC,CAMDEN NATIONAL CORPORATION (XNAS:CAC),$49.38 
BWFG,"BANKWELL FINANCIAL GROUP, INC. (XNAS:BWFG)",$49.43 
FCAL,FT III:Cali Mun High Inc (XNAS:FCAL),$49.43 
MBIN,MERCHANTS BANCORP (XNAS:MBIN),$49.43 
BCLO,BlackRock:iShs BBBB CLOA (XNAS:BCLO),$49.44 
PCMM,BondBloxx Private Cr CLO (XNAS:PCMM),$49.45 
PNQI,Invesco NASD Intrt (XNAS:PNQI),$49.48 
UTRE,RBB:F/m US Tr 3Yr Note (XNAS:UTRE),$49.59 
FLXS,"FLEXSTEEL INDUSTRIES, INC. (XNAS:FLXS)",$49.68 
HYBI,NEOS Enh Inc Cred Sel (XNAS:HYBI),$49.69 
RPRX,ROYALTY PHARMA PLC (XNAS:RPRX),$49.72 
ACNB,ACNB CORPORATION (XNAS:ACNB),$49.74 
PMBS,PIMCO:MBS Active (XNAS:PMBS),$49.81 
TRBF,Angel Oak Total Return (XNAS:TRBF),$49.83 
TSAT,Telesat Corporation (XNAS:TSAT),$49.84 
SOLT,2x Solana (XNAS:SOLT),$49.96 
TBIL,RBB:F/m US Tr 3 MnBl;ETF (XNAS:TBIL),$49.96 
LMBS,FT IV:Low Dur Opptys (XNAS:LMBS),$49.97 
RBIL,RBB:F/m USH In-Pr Sc (XNAS:RBIL),$49.99 
MRX,MAREX GROUP PLC (XNAS:MRX),$50.07 
PLAB,"PHOTRONICS, INC. (XNAS:PLAB)",$50.07 
WGMI,CoinShares Btc Mining (XNAS:WGMI),$50.08 
PCPI,PIMCO Infla Pl Act ETF (XNAS:PCPI),$50.09 
KARO,KAROOOOO LTD. (XNAS:KARO),$50.12 
XBIL,RBB:F/m US Tr 6 Mon Bl (XNAS:XBIL),$50.14 
VTIP,Vanguard ST IPSI;ETF (XNAS:VTIP),$50.17 
FAAA,Fidelity AAA CLO ETF (XNAS:FAAA),$50.18 
OBIL,RBB:F/m US Tr 12 Mon Bl (XNAS:OBIL),$50.18 
CDNL,Cardinal Infrastructure Group Inc (XNAS:CDNL),$50.21 
ZMUN,RBB:F/m USH TF Muni (XNAS:ZMUN),$50.21 
TMNS,T Rowe:Short Muni Inc (XNAS:TMNS),$50.23 
FCLO,Fidelity CLO ETF (XNAS:FCLO),$50.25 
FMUN,Fidelity Sys Muni Bd Idx (XNAS:FMUN),$50.26 
TMSF,T Rowe:Multi-Sector Inc (XNAS:TMSF),$50.27 
USIN,WisdomTree:7-10 Yr LdTr (XNAS:USIN),$50.28 
SUPN,"SUPERNUS PHARMACEUTICALS, INC. (XNAS:SUPN)",$50.29 
ARVR,FT II:Indxx Metaverse (XNAS:ARVR),$50.33 
VECO,VEECO INSTRUMENTS INC. (XNAS:VECO),$50.37 
HECO,State Street Glx Hdg DAE (XNAS:HECO),$50.38 
TAXS,Northern Fds:ST Tx-E Bd (XNAS:TAXS),$50.40 
PRFZ,Invesco R SMid (XNAS:PRFZ),$50.41 
MBWM,MERCANTILE BANK CORPORATION (XNAS:MBWM),$50.42 
FLDB,Fidelity:Low Duration Bd (XNAS:FLDB),$50.43 
TMNL,T Rowe:Long Muni Inc (XNAS:TMNL),$50.43 
CALI,BlackRock:iShs ST Cal MA (XNAS:CALI),$50.50 
EVPF,Eaton Vance Pfd Sec & In (XNAS:EVPF),$50.50 
GPRF,Goldman:Acs US PS and HS (XNAS:GPRF),$50.50 
BRTR,BlackRock:iShs TR Act (XNAS:BRTR),$50.52 
FITB,FIFTH THIRD BANCORP (XNAS:FITB),$50.56 
SLQD,iShares:0-5 IG Corp Bd (XNAS:SLQD),$50.56 
EVYM,Eaton Vance Hgh Inc Muni (XNAS:EVYM),$50.57 
CBSH,"COMMERCE BANCSHARES, INC. (XNAS:CBSH)",$50.60 
USTB,VictoryII:VShs Sh-Trm Bd (XNAS:USTB),$50.64 
ZTWO,RBB:F/m 2-Yr Inv Gr Cr B (XNAS:ZTWO),$50.64 
USSH,WisdomTree:1-3 Yr LdTr (XNAS:USSH),$50.65 
EGGQ,NestYield Visionary (XNAS:EGGQ),$50.68 
ESGE,iShares:ESG A MSCI EM (XNAS:ESGE),$50.72 
THYM,T Rowe:High Inc Muni (XNAS:THYM),$50.73 
IMOS,ChipMOS TECHNOLOGIES INC. (XNAS:IMOS),$50.74 
PDEX,"PRO-DEX, INC. (XNAS:PDEX)",$50.76 
AAEQ,EA:Alpha Arch US Eqty 2 (XNAS:AAEQ),$50.82 
ZTRE,RBB:F/m 3-Yr Inv Gr Cr B (XNAS:ZTRE),$50.99 
ZTEN,RBB:F/m 10-Yr Inv Gr CB (XNAS:ZTEN),$51.08 
BRHY,BlackRock:iShs HY Bd Ac (XNAS:BRHY),$51.09 
AVGB,Avantis Credit (XNAS:AVGB),$51.12 
UYLD,Angel Oak UltSh Inc (XNAS:UYLD),$51.19 
FMB,FT III:Managed Municipal (XNAS:FMB),$51.20 
PYPL,"PAYPAL HOLDINGS, INC. (XNAS:PYPL)",$51.22 
EVSD,Eaton Vance Shrt Dur Inc (XNAS:EVSD),$51.23 
FMUB,Fidelity Muni Bd Opps (XNAS:FMUB),$51.24 
CPHY,RBB:F/m Compd HY Bond (XNAS:CPHY),$51.26 
CG,THE CARLYLE GROUP INC. (XNAS:CG),$51.28 
TAXE,T Rowe:Price Intrmdt MI (XNAS:TAXE),$51.32 
TAXI,Northern Fds:Int Tx Exmt (XNAS:TAXI),$51.34 
IONX,Defiance DT 2X Long IONQ (XNAS:IONX),$51.39 
HYDR,Glbl X Hydrogen ETF (XNAS:HYDR),$51.42 
SDSI,Amer Cent:Sht Dur St Inc (XNAS:SDSI),$51.45 
BREM,BlackRock:iShs EM Bd Act (XNAS:BREM),$51.49 
PLBC,PLUMAS BANCORP (XNAS:PLBC),$51.52 
USIG,iShares:Brd USD IG Cp Bd (XNAS:USIG),$51.56 
TAXT,Northern Fds:Tx-Exmt Bd (XNAS:TAXT),$51.65 
ZHOG,RBB:F/m Opportunistic In (XNAS:ZHOG),$51.73 
ROBT,FT VI:Nsdq AI & Robotics (XNAS:ROBT),$51.74 
BOTT,Themes Humanoid Robotics (XNAS:BOTT),$51.79 
CLOA,BlackRock:iShs AAA CLO A (XNAS:CLOA),$51.86 
BALQ,BlackRock:Nas Pr In Ac (XNAS:BALQ),$51.87 
ZTOP,RBB:F/m High Yield 100 (XNAS:ZTOP),$52.03 
HTHT,H World Group Limited (XNAS:HTHT),$52.06 
JOUT,JOHNSON OUTDOORS INC. (XNAS:JOUT),$52.15 
TEKX,State Street Gl TrnTcAc (XNAS:TEKX),$52.23 
SPRB,"SPRUCE BIOSCIENCES, INC. (XNAS:SPRB)",$52.36 
UNTY,"UNITY BANCORP, INC (XNAS:UNTY)",$52.44 
GRAL,"GRAIL, INC. (XNAS:GRAL)",$52.60 
IGSB,iShares:1-5 IG Corp Bd (XNAS:IGSB),$52.65 
GLNG,GOLAR LNG LIMITED (XNAS:GLNG),$52.66 
USOI,UBS Inc. (XNAS:USOI),$52.67 
SLNO,"SOLENO THERAPEUTICS, INC. (XNAS:SLNO)",$52.75 
TERN,"TERNS PHARMACEUTICALS, INC. (XNAS:TERN)",$52.84 
ICOP,iShares:Copper and Mt Mn (XNAS:ICOP),$52.85 
DFGX,Dimensl Int Cr Fxd In (XNAS:DFGX),$52.87 
FCAP,"FIRST CAPITAL, INC. (XNAS:FCAP)",$52.87 
ROCY,JPMorgan:Eq Pr Yd (XNAS:ROCY),$52.90 
PY,Principal Value (XNAS:PY),$53.09 
EMXF,iShares:ESG Adv MSCI EM (XNAS:EMXF),$53.20 
PTH,Invesco Dorsey Wright HM (XNAS:PTH),$53.24 
MNPR,MONOPAR THERAPEUTICS INC. (XNAS:MNPR),$53.30 
LVDS,JPMorgan:Funda Dt Sci LV (XNAS:LVDS),$53.31 
MSEX,MIDDLESEX WATER COMPANY (XNAS:MSEX),$53.48 
GEW,EA: Cambria Global EW (XNAS:GEW),$53.51 
ANAB,"ANAPTYSBIO, INC. (XNAS:ANAB)",$53.55 
QQQI,NEOS Nasdaq-100 High Inc (XNAS:QQQI),$53.57 
IGIB,iShares:5-10 IG Corp Bd (XNAS:IGIB),$53.59 
GPIX,Goldman:S&P 500 P In (XNAS:GPIX),$53.66 
PFM,Invesco Div Achvrs (XNAS:PFM),$53.72 
FKU,FT ADEX II:UK AlphaDEX (XNAS:FKU),$53.76 
CATY,CATHAY GENERAL BANCORP (XNAS:CATY),$53.78 
FEIM,"FREQUENCY ELECTRONICS, INC. (XNAS:FEIM)",$53.81 
QQA,Invesco QQQ Income Adv (XNAS:QQA),$53.86 
BRNY,EA:Burney US Factor Rot (XNAS:BRNY),$53.87 
ROCQ,JPMorgan:Nas Eq Pr Yd (XNAS:ROCQ),$53.90 
WABC,WESTAMERICA BANCORPORATION (XNAS:WABC),$53.91 
TCOM,TRIP.COM GROUP LIMITED (XNAS:TCOM),$53.95 
PAHC,PHIBRO ANIMAL HEALTH CORPORATION (XNAS:PAHC),$53.97 
CGNX,COGNEX CORPORATION (XNAS:CGNX),$54.03 
BMRN,BIOMARIN PHARMACEUTICAL INC. (XNAS:BMRN),$54.15 
EMEQ,Nomura Foc EM Eqty (XNAS:EMEQ),$54.20 
QQQH,NEOS N100 Hedged Eq In (XNAS:QQQH),$54.20 
UFO,Procure Space (XNAS:UFO),$54.31 
GPIQ,Goldman:NASDAQ-100 P In (XNAS:GPIQ),$54.42 
NFTY,FT ADEX II:India N50 EW (XNAS:NFTY),$54.43 
ACMR,"ACM RESEARCH, INC. (XNAS:ACMR)",$54.53 
DFGP,DFA Glbl Cr Pl Fxd Inc (XNAS:DFGP),$54.57 
SQQQ,ProShares:UltP Sht QQQ (XNAS:SQQQ),$54.73 
DGCB,DFA Global Credit (XNAS:DGCB),$54.76 
OPPJ,WisdomTree:Japan Opps (XNAS:OPPJ),$54.77 
QVAL,EA:Alp Arc US Quant Val (XNAS:QVAL),$54.91 
AIQ,Glbl X AI & Technology (XNAS:AIQ),$54.97 
VEON,VEON Ltd. (XNAS:VEON),$54.99 
MNZL,EA:Mnzl Rssll Hal USA BM (XNAS:MNZL),$55.08 
PIZ,Invesco Dorsey Wrght DMM (XNAS:PIZ),$55.28 
JOYT,JPMorgan:Eq & Opt TR (XNAS:JOYT),$55.30 
GSIB,Themes Glbl Syst Imp Bnk (XNAS:GSIB),$55.38 
VGLT,Vanguard LT Trs;ETF (XNAS:VGLT),$55.44 
ROOT,"ROOT, INC. (XNAS:ROOT)",$55.47 
TEM,"TEMPUS AI, INC (XNAS:TEM)",$55.51 
YLDE,Franklin ClearBridge EI (XNAS:YLDE),$55.51 
ITRN,ITURAN LOCATION AND CONTROL LTD. (XNAS:ITRN),$55.55 
MRNA,"MODERNA, INC. (XNAS:MRNA)",$55.60 
VSDA,VictoryII:VShs Div Accel (XNAS:VSDA),$55.64 
RRR,"RED ROCK RESORTS, INC. (XNAS:RRR)",$55.66 
KAT,Scharf (XNAS:KAT),$55.73 
AOTG,EA:AOT Growth & Innov (XNAS:AOTG),$55.82 
JDOC,JPMorgan:Healthcre Ldrs (XNAS:JDOC),$55.95 
DGII,DIGI INTERNATIONAL INC. (XNAS:DGII),$56.00 
MDLZ,"Mondelez International, Inc. (XNAS:MDLZ)",$56.06 
QCLN,FT:NSDQ Cln Edge Grn En (XNAS:QCLN),$56.16 
STEP,STEPSTONE GROUP INC. (XNAS:STEP),$56.31 
DWUS,AdvsrShs DW FSM US Core (XNAS:DWUS),$56.34 
DGRS,WisdomTree:US SC Qual DG (XNAS:DGRS),$56.36 
FRAF,FRANKLIN FINANCIAL SERVICES CORPORATION (XNAS:FRAF),$56.37 
CRSP,CRISPR Therapeutics Ltd (XNAS:CRSP),$56.42 
DOO,BRP Inc. (XNAS:DOO),$56.49 
GTPE,Goldman:MSCI Wld Prv ERT (XNAS:GTPE),$56.62 
XENE,XENON PHARMACEUTICALS INC. (XNAS:XENE),$56.65 
SFST,"SOUTHERN FIRST BANCSHARES, INC. (XNAS:SFST)",$56.68 
PFIS,PEOPLES FINANCIAL SERVICES CORP. (XNAS:PFIS),$56.87 
AAUS,EA:Alpha Arch US Equity (XNAS:AAUS),$56.96 
PXI,Invesco Dorsey Wright EM (XNAS:PXI),$57.18 
FBIZ,"FIRST BUSINESS FINANCIAL SERVICES, INC. (XNAS:FBIZ)",$57.27 
TSLS,Direxion:TSLA Bear 1X (XNAS:TSLS),$57.38 
CRVL,CORVEL CORPORATION (XNAS:CRVL),$57.40 
RNEM,FT VI:Emg Mkts Eqty Sel (XNAS:RNEM),$57.44 
EFSC,ENTERPRISE FINANCIAL SERVICES CORP (XNAS:EFSC),$57.56 
DECO,State Street Gl Dg As Ec (XNAS:DECO),$57.69 
IPKW,Invesco Intl BB Achv (XNAS:IPKW),$57.69 
PFI,Invesco Dorsey Wright FM (XNAS:PFI),$57.72 
FBNC,FIRST BANCORP (XNAS:FBNC),$57.79 
FEP,FT ADEX II:Europe ADEX (XNAS:FEP),$57.81 
RDNT,"RADNET, INC. (XNAS:RDNT)",$57.83 
SPSC,"SPS COMMERCE, INC. (XNAS:SPSC)",$57.91 
ASTE,"ASTEC INDUSTRIES, INC. (XNAS:ASTE)",$57.96 
ASO,"ACADEMY SPORTS AND OUTDOORS, INC. (XNAS:ASO)",$58.24 
MCHI,iShares:MSCI China (XNAS:MCHI),$58.30 
JEMA,JPMorgan:AB Em Mkts Eq (XNAS:JEMA),$58.32 
VSMV,VictoryII:VShs US MF MV (XNAS:VSMV),$58.32 
FFUT,Fidelity Managed Futures (XNAS:FFUT),$58.45 
TAYD,"TAYLOR DEVICES, INC. (XNAS:TAYD)",$58.47 
VGSH,Vanguard ST Trs;ETF (XNAS:VGSH),$58.50 
DLLL,GrnShs:2x Lng DELL Dly (XNAS:DLLL),$58.57 
FOX,FOX CORPORATION (XNAS:FOX),$58.57 
TECH,BIO-TECHNE CORPORATION (XNAS:TECH),$58.58 
QQUP,ProShares:Ult Top QQQ Mg (XNAS:QQUP),$58.77 
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),$58.81 
JEPQ,JPMorgan:Nsdq Eq Prm Inc (XNAS:JEPQ),$58.89 
JOYY,JOYY INC. (XNAS:JOYY),$59.24 
VGIT,Vanguard Int Trs;ETF (XNAS:VGIT),$59.56 
LKFN,LAKELAND FINANCIAL CORPORATION (XNAS:LKFN),$59.60 
HEQQ,JPMorgan:Nq Hdg Eq Ld Ov (XNAS:HEQQ),$59.77 
KRUS,"KURA SUSHI USA, INC. (XNAS:KRUS)",$59.79 
FNK,FT ADEX:Mid Cap Value (XNAS:FNK),$59.80 
FTSM,FT IV:Enhanced Short Mat (XNAS:FTSM),$59.94 
PSCE,Invesco S&P SC Enrgy (XNAS:PSCE),$59.94 
HTO,H2O AMERICA (XNAS:HTO),$60.04 
MEOH,METHANEX CORPORATION (XNAS:MEOH),$60.10 
TBBK,"THE BANCORP, INC. (XNAS:TBBK)",$60.17 
